Pf_GeneID	Pk_GeneID	distance	dtw	outcome
1160	PF3D7_1032600	PKNH_0617400	0.19	93.2139851314252	sim
1161	PF3D7_1032800	PKNH_0617600	0.11	143.794148472695	dissim
1162	PF3D7_1033300	PKNH_0618100	0.475	183.940888394847	dissim
1163	PF3D7_1033400	PKNH_0618200	0.18	44.2543988750707	sim
1164	PF3D7_1033600	PKNH_0618400	0.185	70.4696440088499	sim
1165	PF3D7_1033700	PKNH_0618500	0.185	63.418703966203	sim
1166	PF3D7_1033800	PKNH_0618600	0.11	62.639995399297	sim
1167	PF3D7_1033900	PKNH_0619100	0.18	24.8391848812781	sim
1168	PF3D7_1034100	PKNH_0619300	0.18	132.190294853268	dissim
1169	PF3D7_1034200	PKNH_0619400	0.22	27.5762106233575	sim
1170	PF3D7_1034400	PKNH_0619600	0.2	40.9398460587605	sim
1171	PF3D7_1034700	PKNH_0619900	0.05	28.7263080063983	sim
1172	PF3D7_1034800	PKNH_0620000	0.025	62.8995006502216	sim
1173	PF3D7_1036600	PKNH_0621100	0.0649999999999999	52.675451367678	sim
1174	PF3D7_1036700	PKNH_0621200	0.1	70.3344490505103	sim
1175	PF3D7_1036800	PKNH_0621300	0.03	27.0090477769355	sim
1176	PF3D7_1037100	PKNH_0621600	0.095	40.7639735093504	sim
1177	PF3D7_1037200	PKNH_0621700	0.055	67.7274634905145	sim
1178	PF3D7_1037300	PKNH_0621800	0.305	35.0334422540525	sim
1179	PF3D7_1037500	PKNH_0622000	0.03	80.6474391406455	sim
1180	PF3D7_1037700	PKNH_0622200	0.015	16.1474900108006	sim
1181	PF3D7_1037800	PKNH_0622300	0.11	37.1866055058241	sim
1182	PF3D7_1037900	PKNH_0622400	0.05	41.4046271836682	sim
1183	PF3D7_1038200	PKNH_0622700	0.49	231.295196707184	dissim
1184	PF3D7_1038300	PKNH_0622800	0.095	72.672532482595	sim
1185	PF3D7_1038900	PKNH_0108400	0.265	17.1084878521539	sim
1186	PF3D7_1038900	PKNH_1301100	0.44	209.745187701893	dissim
1187	PF3D7_1038900	PKNH_1324900	0.115	118.574002527652	sim
1188	PF3D7_1038900	PKNH_0516400	0.44	398.544980242964	dissim
1189	PF3D7_1102700	PKNH_0418600	0.125	49.7028689367329	sim
1190	PF3D7_1102800	PKNH_0418600	0	71.3086811138348	sim
1191	PF3D7_1103100	PKNH_0900700	0.065	11.9214755170403	sim
1192	PF3D7_1103500	PKNH_0901100	0.11	126.878444766213	sim
1193	PF3D7_1103600	PKNH_0901200	0.31	39.4092401027757	sim
1194	PF3D7_1103700	PKNH_0901300	0.105	29.0480111625342	sim
1195	PF3D7_1104000	PKNH_0901600	0.065	8.33365949460098	sim
1196	PF3D7_1104400	PKNH_0902000	0.075	81.7606957530794	sim
1197	PF3D7_1104800	PKNH_0902400	0.015	14.1107571975931	sim
1198	PF3D7_1105200	PKNH_0902800	0.22	80.0132033681509	sim
1199	PF3D7_1105400	PKNH_0903000	0.11	10.1227624615696	sim
1200	PF3D7_1105500	PKNH_0903100	0.075	46.54916941686	sim
1201	PF3D7_1105600	PKNH_0903200	0.08	42.9397594660574	sim
1202	PF3D7_1105700	PKNH_0903300	0.48	90.1587789937366	sim
1203	PF3D7_1105900	PKNH_0903500	0.025	50.3063063072974	sim
1204	PF3D7_1106000	PKNH_0903600	0.23	19.1820948900495	sim
1205	PF3D7_1106100	PKNH_0903700	0.01	26.4506926611551	sim
1206	PF3D7_1106400	PKNH_0904000	0.175	63.6369926742683	sim
1207	PF3D7_1106900	PKNH_0904500	0.325	202.031016706707	dissim
1208	PF3D7_1107000	PKNH_0904600	0.11	37.3264048897587	sim
1209	PF3D7_1107400	PKNH_0905000	0.115	25.7004227780518	sim
1210	PF3D7_1107500	PKNH_0905100	0.145	32.461396530658	sim
1211	PF3D7_1107700	PKNH_0905300	0.185	32.0084990166005	sim
1212	PF3D7_1107900	PKNH_0905500	0	44.2864519870867	sim
1213	PF3D7_1108200	PKNH_0905800	0.32	126.119489783038	dissim
1214	PF3D7_1108300	PKNH_0905900	0.07	65.9990406041754	sim
1215	PF3D7_1108400	PKNH_0906000	0.195	32.8868652846792	sim
1216	PF3D7_1108500	PKNH_0906100	0.07	30.2575528762938	sim
1217	PF3D7_1108600	PKNH_0906200	0.03	56.0861173029814	sim
1218	PF3D7_1108700	PKNH_0906300	0.03	77.1804574191303	sim
1219	PF3D7_1108900	PKNH_0906500	0.19	26.9097985030098	sim
1220	PF3D7_1109200	PKNH_0906800	0.49	254.781993118561	dissim
1221	PF3D7_1109400	PKNH_0906900	0.185	14.7224713048348	sim
1222	PF3D7_1110000	PKNH_0907300	0.15	68.8423273949876	sim
1223	PF3D7_1110400	PKNH_0908100	0.485	21.906683104037	sim
1224	PF3D7_1110500	PKNH_0908200	0.115	32.8210989562048	sim
1225	PF3D7_1110600	PKNH_0908300	0.075	64.2203241769963	sim
1226	PF3D7_1110700	PKNH_0908400	0.14	11.69719334658	sim
1227	PF3D7_1110800	PKNH_0908500	0.09	46.612080512242	sim
1228	PF3D7_1111100	PKNH_0908800	0.115	60.3135978068431	sim
1229	PF3D7_1111200	PKNH_0908900	0.14	58.3587564906028	sim
1230	PF3D7_1111300	PKNH_0909000	0.37	54.7434550821179	sim
1231	PF3D7_1111400	PKNH_0909100	0.105	46.3982111373765	sim
1232	PF3D7_1111500	PKNH_0909200	0.145	42.4606445666209	sim
1233	PF3D7_1111800	PKNH_0909500	0.23	81.4629949157468	sim
1234	PF3D7_1111900	PKNH_0909600	0.01	22.9716466574348	sim
1235	PF3D7_1112000	PKNH_0909700	0.015	45.6395924702265	sim
1236	PF3D7_1112400	PKNH_0910100	0.105	51.0749098785646	sim
1237	PF3D7_1112500	PKNH_0910200	0.145	47.2069446766222	sim
1238	PF3D7_1112900	PKNH_0910500	0.055	25.2475626771919	sim
1239	PF3D7_1113100	PKNH_0910700	0.11	44.143680362197	sim
1240	PF3D7_1113300	PKNH_0910900	0.075	27.7880624281579	sim
1241	PF3D7_1113700	PKNH_0911300	0.07	20.3118090177694	sim
1242	PF3D7_1113800	PKNH_0911400	0.09	41.1052075702631	sim
1243	PF3D7_1113900	PKNH_0911500	0.185	227.378001177313	dissim
1244	PF3D7_1114000	PKNH_0911600	0	270.302216063251	dissim
1245	PF3D7_1114800	PKNH_0912300	0.0600000000000001	17.1761361949431	sim
1246	PF3D7_1115000	PKNH_0912500	0.15	88.2938527320883	sim
1247	PF3D7_1115100	PKNH_0912600	0.185	77.7161503995949	sim
1248	PF3D7_1115300	PKNH_0912900	0.105	20.3070900663549	sim
1249	PF3D7_1115300	PKNH_0913000	0.225	38.7026603717472	sim
1250	PF3D7_1115500	PKNH_0913100	0.145	102.583950290743	sim
1251	PF3D7_1115600	PKNH_0913200	0.07	62.6129470250567	sim
1252	PF3D7_1115700	PKNH_0912900	0.19	40.6446343618896	sim
1253	PF3D7_1115900	PKNH_0913600	0.025	11.1782446731754	sim
1254	PF3D7_1116300	PKNH_0914000	0.43	63.78951709114	sim
1255	PF3D7_1116400	PKNH_0914100	0.095	111.814780002985	sim
1256	PF3D7_1116500	PKNH_0914200	0.0600000000000001	67.9336920462298	sim
1257	PF3D7_1116600	PKNH_0914300	0.105	55.9253085914698	sim
1258	PF3D7_1116700	PKNH_0914400	0.11	20.9184279496811	sim
1259	PF3D7_1116800	PKNH_0914500	0.04	28.5915114727824	sim
1260	PF3D7_1116900	PKNH_0914600	0.025	30.039483689031	sim
1261	PF3D7_1117100	PKNH_0914800	0.01	20.675025496588	sim
1262	PF3D7_1117400	PKNH_0915100	0.11	20.3942751114605	sim
1263	PF3D7_1117500	PKNH_0915200	0.375	45.9894157589271	sim
1264	PF3D7_1118000	PKNH_0915700	0.475	162.521243953388	dissim
1265	PF3D7_1118100	PKNH_0915800	0.075	74.1329580158678	sim
1266	PF3D7_1118200	PKNH_0915900	0.1	55.2814650607716	sim
1267	PF3D7_1118400	PKNH_0916100	0.055	76.338638475082	sim
1268	PF3D7_1118500	PKNH_0916200	0.185	37.2428184235722	sim
1269	PF3D7_1118700	PKNH_0916400	0.055	19.586629532873	sim
1270	PF3D7_1118800	PKNH_0916500	0.03	16.3158148833016	sim
1271	PF3D7_1118900	PKNH_0916600	0.075	26.1515885343303	sim
1272	PF3D7_1119100	PKNH_0916800	0.19	40.459963330051	sim
1273	PF3D7_1119300	PKNH_0917000	0.48	16.4859243601933	sim
1274	PF3D7_1119600	PKNH_0917300	0.23	38.8026852220566	sim
1275	PF3D7_1120100	PKNH_0917800	0.305	65.192564843227	sim
1276	PF3D7_1120200	PKNH_0917900	0.1	120.72874121137	sim
1277	PF3D7_1120400	PKNH_0918100	0	67.6768537644102	sim
1278	PF3D7_1120800	PKNH_0918500	0.35	156.592081471746	dissim
1279	PF3D7_1121000	PKNH_0918700	0.14	32.9716910959176	sim
1280	PF3D7_1121200	PKNH_0918900	0.025	40.452251286215	sim
1281	PF3D7_1121400	PKNH_0919100	0.26	74.728208827489	sim
1282	PF3D7_1121500	PKNH_0919200	0.105	93.7348855944352	sim
1283	PF3D7_1121700	PKNH_0919400	0.065	41.9488598247658	sim
1284	PF3D7_1121800	PKNH_0919500	0.11	77.0287337918272	sim
1285	PF3D7_1121900	PKNH_0919600	0.01	28.7639250986304	sim
1286	PF3D7_1122000	PKNH_0919700	0.485	109.490615870892	dissim
1287	PF3D7_1122100	PKNH_0919800	0.01	50.66888434274	sim
1288	PF3D7_1122400	PKNH_0920100	0.345	67.5683451287879	sim
1289	PF3D7_1122600	PKNH_0920400	0.09	46.3907423107445	sim
1290	PF3D7_1122700	PKNH_0920500	0.05	25.7676688902566	sim
1291	PF3D7_1123500	PKNH_0921300	0.465	140.268756233892	dissim
1292	PF3D7_1123600	PKNH_0921400	0.055	36.4470417815448	sim
1293	PF3D7_1123700	PKNH_0921500	0.145	66.6284769459315	sim
1294	PF3D7_1123800	PKNH_0921600	0.095	18.1003516555628	sim
1295	PF3D7_1123900	PKNH_0921700	0.485	32.4463259460302	sim
1296	PF3D7_1124000	PKNH_0921800	0.18	44.6650383050589	sim
1297	PF3D7_1124200	PKNH_0922000	0.055	33.5503401198268	sim
1298	PF3D7_1124400	PKNH_0922200	0.19	20.9227766013206	sim
1299	PF3D7_1124500	PKNH_0922300	0.385	113.067872654702	dissim
1300	PF3D7_1124600	PKNH_0922400	0.07	31.1545767715023	sim
1301	PF3D7_1124700	PKNH_0922500	0.14	27.203970680741	sim
1302	PF3D7_1124800	PKNH_0922600	0.165	39.2656487292921	sim
1303	PF3D7_1124900	PKNH_0922800	0.105	15.1279095102894	sim
1304	PF3D7_1125000	PKNH_0922900	0.19	82.5396611014598	sim
1305	PF3D7_1125100	PKNH_0923000	0.23	76.0066591459101	sim
1306	PF3D7_1125300	PKNH_0923200	0.1	56.7976451006777	sim
1307	PF3D7_1125400	PKNH_0923300	0.23	27.3970969654809	sim
1308	PF3D7_1125500	PKNH_0923400	0.305	28.5663011106217	sim
1309	PF3D7_1125600	PKNH_0923500	0.025	38.0348605533722	sim
1310	PF3D7_1125700	PKNH_0923600	0	64.0540173629248	sim
1311	PF3D7_1125800	PKNH_0923700	0.125	76.483828879731	sim
1312	PF3D7_1126200	PKNH_0924100	0.06	8.28312658295024	sim
1313	PF3D7_1126700	PKNH_0924600	0	28.4029139231827	sim
1314	PF3D7_1127000	PKNH_0925000	0	70.1159235808544	sim
1315	PF3D7_1127100	PKNH_0925100	0.075	64.1959814976975	sim
1316	PF3D7_1127200	PKNH_0925200	0.375	172.476244497748	dissim
1317	PF3D7_1127400	PKNH_0925400	0.11	68.0343010562099	sim
1318	PF3D7_1127500	PKNH_0925500	0.03	30.1524850383688	sim
1319	PF3D7_1127600	PKNH_0925600	0	116.061784517389	sim
1320	PF3D7_1128100	PKNH_0926200	0.02	42.6306328379223	sim
1321	PF3D7_1128200	PKNH_0926300	0.43	35.394407735526	sim
1322	PF3D7_1128400	PKNH_0926500	0.195	47.3042319877104	sim
1323	PF3D7_1128700	PKNH_0926800	0.01	35.2920193976226	sim
1324	PF3D7_1128900	PKNH_0926900	0.095	12.7163161777533	sim
1325	PF3D7_1129000	PKNH_0927000	0.07	8.29942802499388	sim
1326	PF3D7_1129400	PKNH_0927400	0.06	36.4488969102405	sim
1327	PF3D7_1129800	PKNH_0927700	0.415	212.28142598668	dissim
1328	PF3D7_1129900	PKNH_0927800	0.45	222.305672053737	dissim
1329	PF3D7_1130100	PKNH_0928000	0.065	23.7752042654158	sim
1330	PF3D7_1130200	PKNH_0928100	0.225	10.0428494581894	sim
1331	PF3D7_1130700	PKNH_0928800	0.28	45.5233640361998	sim
1332	PF3D7_1130800	PKNH_0928900	0.28	145.670218939858	dissim
1333	PF3D7_1131200	PKNH_0929300	0.14	62.4427126773243	sim
1334	PF3D7_1131500	PKNH_0929600	0	151.886376379625	dissim
1335	PF3D7_1132200	PKNH_0930400	0.43	23.6545596439235	sim
1336	PF3D7_1132300	PKNH_0930500	0.155	21.0489207175527	sim
1337	PF3D7_1132700	PKNH_0930900	0.03	73.5341601292141	sim
1338	PF3D7_1132800	PKNH_0931000	0.1	18.1040216202962	sim
1339	PF3D7_1132900	PKNH_0931100	0.315	247.401640048578	dissim
1340	PF3D7_1133300	PKNH_0931400	0.095	21.1174605703442	sim
1341	PF3D7_1133400	PKNH_0931500	0	143.638004921358	dissim
1342	PF3D7_1133500	PKNH_0931600	0.315	168.679272372785	dissim
1343	PF3D7_1134000	PKNH_0932200	0.055	28.0983888365871	sim
1344	PF3D7_1134100	PKNH_0932300	0.105	55.0648897583619	sim
1345	PF3D7_1134400	PKNH_0932600	0.025	67.2022310177463	sim
1346	PF3D7_1134700	PKNH_0932900	0	36.2542633649595	sim
1347	PF3D7_1135300	PKNH_0933400	0.1	87.3093620864763	sim
1348	PF3D7_1135500	PKNH_0933700	0.115	51.6240101752974	sim
1349	PF3D7_1135600	PKNH_0933800	0.115	23.2106477724382	sim
1350	PF3D7_1135800	PKNH_0934000	0.375	293.394138382417	dissim
1351	PF3D7_1135900	PKNH_0934100	0.075	64.747085160028	sim
1352	PF3D7_1136200	PKNH_0934400	0.055	25.1526250954331	sim
1353	PF3D7_1136800	PKNH_0935000	0.01	75.7265781542682	sim
1354	PF3D7_1136900	PKNH_0935100	0	104.280593819683	sim
1355	PF3D7_1137100	PKNH_0935300	0.48	71.4879101389396	sim
1356	PF3D7_1137200	PKNH_0935400	0.07	41.4179331790126	sim
1357	PF3D7_1137400	PKNH_0935600	0.275	75.5086407268824	sim
1358	PF3D7_1137500	PKNH_0935700	0.075	36.4689654351694	sim
1359	PF3D7_1137700	PKNH_0935900	0.255	31.4207207746583	sim
1360	PF3D7_1138100	PKNH_0936300	0.27	117.280963500211	dissim
1361	PF3D7_1138300	PKNH_0936500	0.305	153.252001367178	dissim
1362	PF3D7_1138350	PKNH_0936550	0.03	118.672284662999	sim
1363	PF3D7_1138600	PKNH_0936800	0.11	206.397972304153	dissim
1364	PF3D7_1139200	PKNH_0937200	0.145	92.4440700297163	sim
1365	PF3D7_1139500	PKNH_0937400	0.16	76.4358709571859	sim
1366	PF3D7_1139700	PKNH_0937600	0.4	233.745927718748	dissim
1367	PF3D7_1139900	PKNH_0937800	0.065	48.2936385850346	sim
1368	PF3D7_1140100	PKNH_0937900	0.48	86.9645725091777	sim
1369	PF3D7_1140300	PKNH_0938100	0.05	48.2907804209311	sim
1370	PF3D7_1140400	PKNH_0938200	0.025	36.4491299383324	sim
1371	PF3D7_1140500	PKNH_0938300	0.135	68.1590314795282	sim
1372	PF3D7_1140900	PKNH_0938700	0.01	17.0240730246783	sim
1373	PF3D7_1141200	PKNH_0939000	0.15	97.6839804808027	sim
1374	PF3D7_1141300	PKNH_0939100	0.01	15.4859029523317	sim
1375	PF3D7_1141500	PKNH_0939300	0.05	22.8079306833627	sim
1376	PF3D7_1141600	PKNH_0939400	0.155	33.4397839483691	sim
1377	PF3D7_1141700	PKNH_0939500	0.055	30.960034169277	sim
1378	PF3D7_1141800	PKNH_0939600	0.1	37.5456633036334	sim
1379	PF3D7_1142500	PKNH_0940300	0.225	5.83138842440966	sim
1380	PF3D7_1142600	PKNH_0940400	0.065	9.33446717751278	sim
1381	PF3D7_1142700	PKNH_0940600	0.065	8.69906921419269	sim
1382	PF3D7_1142800	PKNH_0940700	0.105	61.6022338829457	sim
1383	PF3D7_1143000	PKNH_0940900	0.27	115.814653631819	dissim
1384	PF3D7_1143200	PKNH_0941100	0.05	55.5865710670195	sim
1385	PF3D7_1143800	PKNH_0941700	0.085	54.7990599820186	sim
1386	PF3D7_1143900	PKNH_0941800	0.1	19.190802071324	sim
1387	PF3D7_1144000	PKNH_0941900	0.185	30.2246045965075	sim
1388	PF3D7_1144100	PKNH_0942000	0.15	57.5507333554677	sim
1389	PF3D7_1144500	PKNH_0942400	0.365	58.9926271259773	sim
1390	PF3D7_1144600	PKNH_0942500	0.26	191.699133002791	dissim
1391	PF3D7_1144700	PKNH_0942600	0.115	29.2206489308509	sim
1392	PF3D7_1145100	PKNH_0943000	0.055	159.735952215746	dissim
1393	PF3D7_1145300	PKNH_0943200	0.335	259.472806947566	dissim
1394	PF3D7_1145400	PKNH_0943300	0.045	25.2624894886119	sim
1395	PF3D7_1145600	PKNH_0943500	0.05	8.00586809510411	sim
1396	PF3D7_1146000	PKNH_0943900	0.185	31.7482856474414	sim
1397	PF3D7_1146100	PKNH_0944000	0	72.1832392067634	sim
1398	PF3D7_1146500	PKNH_0944300	0.26	98.8365200483654	sim
1399	PF3D7_1146900	PKNH_0944700	0.03	118.249396458266	sim
1400	PF3D7_1147100	PKNH_0944900	0.07	94.4724324969312	sim
1401	PF3D7_1147400	PKNH_0945300	0.225	51.5373035768474	sim
1402	PF3D7_1147500	PKNH_0945400	0.145	77.6389602595787	sim
1403	PF3D7_1147600	PKNH_0945500	0.315	142.558722592904	dissim
1404	PF3D7_1147700	PKNH_0945600	0.145	116.169539354924	sim
1405	PF3D7_1149300	PKNH_0113200	0.11	85.0984588955307	sim
1406	PF3D7_1200700	PKNH_0405800	0	25.0173319557196	sim
1407	PF3D7_1200800	PKNH_0113200	0.11	192.452188326612	dissim
1408	PF3D7_1201500	PKNH_1301400	0.185	20.6627104200918	sim
1409	PF3D7_1201600	PKNH_1301500	0.395	456.785307071263	dissim
1410	PF3D7_1201800	PKNH_1301700	0.11	152.201006749348	dissim
1411	PF3D7_1201900	PKNH_1301800	0.03	29.3587529637269	sim
1412	PF3D7_1202000	PKNH_1301900	0.105	108.688010187558	sim
1413	PF3D7_1202200	PKNH_1302100	0.03	76.1440111768028	sim
1414	PF3D7_1202300	PKNH_1302200	0.05	39.0026703692976	sim
1415	PF3D7_1202400	PKNH_1302300	0.145	135.091811968989	dissim
1416	PF3D7_1202700	PKNH_1302600	0.185	23.6040001420049	sim
1417	PF3D7_1202800	PKNH_1302700	0.4	83.1085777580571	sim
1418	PF3D7_1203000	PKNH_1302900	0.05	67.494918494914	sim
1419	PF3D7_1203200	PKNH_1303100	0.39	83.6830922599355	sim
1420	PF3D7_1203500	PKNH_1303300	0.185	45.703263216619	sim
1421	PF3D7_1203600	PKNH_1303400	0.185	83.6146297756405	sim
1422	PF3D7_1204000	PKNH_1303700	0.26	149.954936825115	dissim
1423	PF3D7_1204400	PKNH_1304100	0.26	93.8629474073771	sim
1424	PF3D7_1204500	PKNH_1304200	0.115	73.6317919468215	sim
1425	PF3D7_1204600	PKNH_1304300	0.425	240.69389894727	dissim
1426	PF3D7_1204700	PKNH_1304400	0.075	51.2076540610225	sim
1427	PF3D7_1205100	PKNH_1304800	0.015	45.2989055590161	sim
1428	PF3D7_1205200	PKNH_1304900	0.07	50.7814226429319	sim
1429	PF3D7_1205300	PKNH_1305000	0.01	40.211453041373	sim
1430	PF3D7_1205600	PKNH_1305300	0.025	44.8064565029583	sim
1431	PF3D7_1205700	PKNH_1305400	0.23	50.3610414575998	sim
1432	PF3D7_1206000	PKNH_1305700	0.025	66.8613684791002	sim
1433	PF3D7_1206100	PKNH_1305800	0.315	261.786748704344	dissim
1434	PF3D7_1206200	PKNH_1305900	0.23	17.9801659137329	sim
1435	PF3D7_1206400	PKNH_1306400	0.055	13.5190661151287	sim
1436	PF3D7_1206600	PKNH_1306600	0.185	33.7146875370405	sim
1437	PF3D7_1206800	PKNH_1306800	0.365	165.439088774266	dissim
1438	PF3D7_1207000	PKNH_1307000	0.1	14.8034823260855	sim
1439	PF3D7_1207300	PKNH_1307200	0.2	75.3156235439839	sim
1440	PF3D7_1207500	PKNH_1307400	0.01	41.9364535487156	sim
1441	PF3D7_1207600	PKNH_1307500	0.1	33.5520779136769	sim
1442	PF3D7_1207700	PKNH_1307600	0.31	232.716577004761	dissim
1443	PF3D7_1207900	PKNH_1307800	0.145	61.831291360054	sim
1444	PF3D7_1208000	PKNH_1307900	0.105	70.8662332698359	sim
1445	PF3D7_1208300	PKNH_1308200	0.055	66.121065612931	sim
1446	PF3D7_1208400	PKNH_1308300	0.01	73.0334973815877	sim
1447	PF3D7_1208600	PKNH_1308500	0.18	17.9122479156341	sim
1448	PF3D7_1208700	PKNH_1308600	0.07	77.5606293233132	sim
1449	PF3D7_1208900	PKNH_1308800	0.135	40.1356473646131	sim
1450	PF3D7_1209000	PKNH_1308900	0.07	34.200066032082	sim
1451	PF3D7_1209200	PKNH_1309100	0.485	47.3556637726185	sim
1452	PF3D7_1209400	PKNH_1309300	0.015	63.0843393858826	sim
1453	PF3D7_1209600	PKNH_1309500	0.055	22.1028253894508	sim
1454	PF3D7_1209700	PKNH_1309600	0.115	38.9743323116602	sim
1455	PF3D7_1209800	PKNH_1309700	0.14	138.111783746285	dissim
1456	PF3D7_1209900	PKNH_1309800	0.03	71.5063715034809	sim
1457	PF3D7_1210000	PKNH_1310000	0.03	19.5422843565823	sim
1458	PF3D7_1210300	PKNH_1310300	0.14	31.1183572429276	sim
1459	PF3D7_1210700	PKNH_1310800	0.03	21.5964259481833	sim
1460	PF3D7_1210900	PKNH_1311000	0.115	39.313847663617	sim
1461	PF3D7_1211100	PKNH_1311200	0.26	71.9233420061736	sim
1462	PF3D7_1211500	PKNH_1311600	0.0649999999999999	48.1969085349217	sim
1463	PF3D7_1211700	PKNH_1311800	0.03	30.3921125097813	sim
1464	PF3D7_1212000	PKNH_1234400	0.44	209.529398282897	dissim
1465	PF3D7_1212000	PKNH_1312100	0.375	113.313262187399	dissim
1466	PF3D7_1212100	PKNH_1312200	0.15	88.5576329835096	sim
1467	PF3D7_1212200	PKNH_1431500	0.14	64.1650357076414	sim
1468	PF3D7_1212300	PKNH_1431600	0.24	111.269116163824	dissim
1469	PF3D7_1212400	PKNH_1431800	0.44	220.266802382171	dissim
1470	PF3D7_1212500	PKNH_1431900	0.03	44.1667113318968	sim
1471	PF3D7_1212600	PKNH_1432000	0.44	74.569595531005	sim
1472	PF3D7_1212700	PKNH_1432100	0.185	29.3089035775831	sim
1473	PF3D7_1212800	PKNH_1432200	0.07	25.484841181815	sim
1474	PF3D7_1213200	PKNH_0806600	0.365	51.6373271014224	sim
1475	PF3D7_1213200	PKNH_1432500	0.145	63.9263550494637	sim
1476	PF3D7_1213400	PKNH_1432900	0.015	54.0783330780213	sim
1477	PF3D7_1213600	PKNH_1433100	0.225	103.52322725869	dissim
1478	PF3D7_1213700	PKNH_1433200	0.185	56.0528792881678	sim
1479	PF3D7_1213800	PKNH_1433300	0.485	29.2451020392097	sim
1480	PF3D7_1214000	PKNH_1433500	0.105	67.5893772111287	sim
1481	PF3D7_1214200	PKNH_1433700	0.02	48.6718450278068	sim
1482	PF3D7_1214400	PKNH_1433900	0.345	79.4441360098537	sim
1483	PF3D7_1214500	PKNH_1434000	0.285	352.545714846929	dissim
1484	PF3D7_1214600	PKNH_1434100	0.48	58.407963815641	sim
1485	PF3D7_1214700	PKNH_1434200	0.07	59.342775997151	sim
1486	PF3D7_1214900	PKNH_1434400	0.225	87.4030411551521	sim
1487	PF3D7_1215000	PKNH_1434500	0.145	108.65627905171	sim
1488	PF3D7_1215200	PKNH_1434700	0.155	248.626887160422	dissim
1489	PF3D7_1215300	PKNH_1434800	0.235	47.3703944570783	sim
1490	PF3D7_1215800	PKNH_1435300	0.01	91.3854059701042	sim
1491	PF3D7_1215900	PKNH_1435400	0.225	109.038763862899	dissim
1492	PF3D7_1216000	PKNH_1435500	0.305	97.0146038327237	sim
1493	PF3D7_1216100	PKNH_1435600	0.145	69.743008061539	sim
1494	PF3D7_1216200	PKNH_1435700	0.375	298.641285838383	dissim
1495	PF3D7_1216600	PKNH_1436200	0.27	136.617789217061	dissim
1496	PF3D7_1216700	PKNH_1436300	0.115	56.9306214898815	sim
1497	PF3D7_1217000	PKNH_1436600	0.0649999999999999	69.3034017485825	sim
1498	PF3D7_1217200	PKNH_1436800	0.185	28.7113052043993	sim
1499	PF3D7_1217300	PKNH_1436900	0.26	66.0953483373696	sim
1500	PF3D7_1217600	PKNH_1437200	0.11	34.7488050114784	sim
1501	PF3D7_1217900	PKNH_1437500	0.055	81.6599663441195	sim
1502	PF3D7_1218000	PKNH_1437600	0.04	64.8144726084116	sim
1503	PF3D7_1218300	PKNH_1437900	0.055	22.6763343455945	sim
1504	PF3D7_1218500	PKNH_1438100	0	21.3515797351219	sim
1505	PF3D7_1218600	PKNH_1438200	0.25	356.967017798271	dissim
1506	PF3D7_1218800	PKNH_1438400	0.055	60.9390984454037	sim
1507	PF3D7_1219700	PKNH_1438900	0.015	46.5630672828202	sim
1508	PF3D7_1219900	PKNH_1439100	0.075	49.6886330611516	sim
1509	PF3D7_1220000	PKNH_1439200	0.185	205.635883040464	dissim
1510	PF3D7_1220100	PKNH_1439300	0.025	13.1337828656128	sim
1511	PF3D7_1220400	PKNH_1439600	0.095	281.701354127306	dissim
1512	PF3D7_1220500	PKNH_1439700	0.19	82.0303318084113	sim
1513	PF3D7_1220600	PKNH_1439800	0.115	43.5330994368833	sim
1514	PF3D7_1221200	PKNH_1440300	0.44	160.061788650479	dissim
1515	PF3D7_1221300	PKNH_1440400	0.1	82.208827049646	sim
1516	PF3D7_1221400	PKNH_1440500	0.11	125.083309636013	sim
1517	PF3D7_1221500	PKNH_1440600	0.02	57.103638186877	sim
1518	PF3D7_1221600	PKNH_1440700	0.015	66.1826080008704	sim
1519	PF3D7_1221800	PKNH_1440900	0.01	25.584551186187	sim
1520	PF3D7_1222000	PKNH_1441100	0.155	40.39315891157	sim
1521	PF3D7_1222100	PKNH_1441200	0.105	56.3737143465664	sim
1522	PF3D7_1222300	PKNH_1441400	0.115	37.2849184895686	sim
1523	PF3D7_1222700	PKNH_1441800	0.085	35.933857529635	sim
1524	PF3D7_1222800	PKNH_1442000	0.44	332.996757717469	dissim
1525	PF3D7_1223000	PKNH_1442200	0.175	55.6792300182589	sim
1526	PF3D7_1223100	PKNH_1442300	0.025	24.3805661255259	sim
1527	PF3D7_1223300	PKNH_1442500	0.01	32.0612784214172	sim
1528	PF3D7_1223700	PKNH_1442900	0.115	28.8368820458758	sim
1529	PF3D7_1223900	PKNH_1443100	0.02	48.8920152255914	sim
1530	PF3D7_1224100	PKNH_1443300	0.01	21.5735085322994	sim
1531	PF3D7_1224200	PKNH_1443400	0.015	52.1718665682436	sim
1532	PF3D7_1224400	PKNH_1443700	0.19	24.4595600522307	sim
1533	PF3D7_1224500	PKNH_1443800	0.01	20.399605811129	sim
1534	PF3D7_1224600	PKNH_1443900	0.105	22.6150251369206	sim
1535	PF3D7_1224800	PKNH_1444100	0.01	54.204833049146	sim
1536	PF3D7_1224900	PKNH_1444200	0.48	174.900889164546	dissim
1537	PF3D7_1225900	PKNH_1445300	0.01	31.7527668390337	sim
1538	PF3D7_1226100	PKNH_1445500	0.25	48.8944820595599	sim
