Pf_GeneID	Pk_GeneID
PF3D7_1329400	PKNH_1271000
PF3D7_1330100	PKNH_1270300
PF3D7_1330300	PKNH_1270100
PF3D7_1330400	PKNH_1270000
PF3D7_1330500	PKNH_1269900
PF3D7_1330600	PKNH_1269800
PF3D7_1330700	PKNH_1269700
PF3D7_1331000	PKNH_1269500
PF3D7_1331300	PKNH_1269200
PF3D7_1331400	PKNH_1269100
PF3D7_1331600	PKNH_1268900
PF3D7_1331700	PKNH_1268800
PF3D7_1331800	PKNH_1268700
PF3D7_1332000	PKNH_1268600
PF3D7_1332300	PKNH_1268300
PF3D7_1332400	PKNH_1268200
PF3D7_1332500	PKNH_1268100
PF3D7_1332600	PKNH_1268000
PF3D7_1332700	PKNH_1267900
PF3D7_1332800	PKNH_1267800
PF3D7_1332900	PKNH_1267700
PF3D7_1333000	PKNH_1267600
PF3D7_1333300	PKNH_1267300
PF3D7_1333400	PKNH_1267200
PF3D7_1333700	PKNH_1266900
PF3D7_1333800	PKNH_1266800
PF3D7_1334000	PKNH_1266600
PF3D7_1334100	PKNH_1266500
PF3D7_1334200	PKNH_1266400
PF3D7_1335500	PKNH_1265800
PF3D7_1335600	PKNH_1265700
PF3D7_1336000	PKNH_1265300
PF3D7_1336100	PKNH_1265200
PF3D7_1336300	PKNH_1265000
PF3D7_1336400	PKNH_1264800
PF3D7_1336600	PKNH_1264700
PF3D7_1336800	PKNH_1264500
PF3D7_1336900	PKNH_1264400
PF3D7_1337000	PKNH_1264300
PF3D7_1337100	PKNH_1264200
PF3D7_1337200	PKNH_1264100
PF3D7_1337300	PKNH_1264000
PF3D7_1337700	PKNH_1263600
PF3D7_1337800	PKNH_1263500
PF3D7_1338000	PKNH_1263300
PF3D7_1338100	PKNH_1263200
PF3D7_1338200	PKNH_1263100
PF3D7_1338300	PKNH_1263000
PF3D7_1338400	PKNH_1262900
PF3D7_1338600	PKNH_1262700
PF3D7_1338700	PKNH_1262600
PF3D7_1338800	PKNH_1262500
PF3D7_1338900	PKNH_1262400
PF3D7_1339300	PKNH_1262100
PF3D7_1339400	PKNH_1262000
PF3D7_1339500	PKNH_1261900
PF3D7_1339800	PKNH_1261600
PF3D7_1340100	PKNH_1261300
PF3D7_1340200	PKNH_1261200
PF3D7_1340300	PKNH_1261100
PF3D7_1340600	PKNH_1260800
PF3D7_1340700	PKNH_1260700
PF3D7_1340800	PKNH_1260600
PF3D7_1340900	PKNH_1260500
PF3D7_1341200	PKNH_1260200
PF3D7_1341300	PKNH_1260000
PF3D7_1341700	PKNH_1259700
PF3D7_1341800	PKNH_1259600
PF3D7_1341900	PKNH_1259500
PF3D7_1342000	PKNH_1259400
PF3D7_1342100	PKNH_1259300
PF3D7_1342300	PKNH_1259100
PF3D7_1342400	PKNH_1259000
PF3D7_1342600	PKNH_1258800
PF3D7_1342700	PKNH_1258700
PF3D7_1342800	PKNH_1258600
PF3D7_1343000	PKNH_1258400
PF3D7_1343100	PKNH_1258300
PF3D7_1343200	PKNH_1258200
PF3D7_1343300	PKNH_1258100
PF3D7_1343400	PKNH_1258000
PF3D7_1343500	PKNH_1257900
PF3D7_1343600	PKNH_1257800
PF3D7_1343700	PKNH_1257700
PF3D7_1343900	PKNH_1257500
PF3D7_1344000	PKNH_1257400
PF3D7_1344200	PKNH_1257200
PF3D7_1344600	PKNH_1256700
PF3D7_1344800	PKNH_1256500
PF3D7_1345000	PKNH_1256300
PF3D7_1345100	PKNH_1256200
PF3D7_1345200	PKNH_1256100
PF3D7_1345300	PKNH_1256000
PF3D7_1345500	PKNH_1255800
PF3D7_1345600	PKNH_1255700
PF3D7_1345700	PKNH_1255600
PF3D7_1345900	PKNH_1255400
PF3D7_1346000	PKNH_1255300
PF3D7_1346100	PKNH_1255200
PF3D7_1346200	PKNH_1255100
PF3D7_1346300	PKNH_1254800
PF3D7_1346600	PKNH_1254500
PF3D7_1346700	PKNH_1254400
PF3D7_1347000	PKNH_1253900
PF3D7_1347100	PKNH_1253800
PF3D7_1347200	PKNH_1253700
PF3D7_1347300	PKNH_1253600
PF3D7_1347400	PKNH_1253500
PF3D7_1347500	PKNH_1253400
PF3D7_1347600	PKNH_1253300
PF3D7_1347700	PKNH_1253200
PF3D7_1347800	PKNH_1253100
PF3D7_1348100	PKNH_1252800
PF3D7_1348200	PKNH_1252700
PF3D7_1348300	PKNH_1252600
PF3D7_1348500	PKNH_1252400
PF3D7_1348600	PKNH_1252300
PF3D7_1348700	PKNH_1252200
PF3D7_1348900	PKNH_1252000
PF3D7_1349000	PKNH_1251900
PF3D7_1349100	PKNH_1251800
PF3D7_1349200	PKNH_1251700
PF3D7_1349400	PKNH_1251500
PF3D7_1349600	PKNH_1251300
PF3D7_1349700	PKNH_1251200
PF3D7_1349800	PKNH_1251100
PF3D7_1349900	PKNH_1251000
PF3D7_1350000	PKNH_1250900
PF3D7_1350100	PKNH_1250800
PF3D7_1350200	PKNH_1250700
PF3D7_1350700	PKNH_1250200
PF3D7_1350800	PKNH_1250100
PF3D7_1351100	PKNH_1249800
PF3D7_1351200	PKNH_1249700
PF3D7_1351400	PKNH_1249500
PF3D7_1351600	PKNH_1249400
PF3D7_1351700	PKNH_1249300
PF3D7_1352100	PKNH_1248900
PF3D7_1352200	PKNH_1248800
PF3D7_1352400	PKNH_1248600
PF3D7_1352500	PKNH_1248500
PF3D7_1352600	PKNH_1248400
PF3D7_1352800	PKNH_1248200
PF3D7_1353500	PKNH_1118200
PF3D7_1353600	PKNH_1118100
PF3D7_1353700	PKNH_1118000
PF3D7_1353800	PKNH_1117900
PF3D7_1353900	PKNH_1117800
PF3D7_1354200	PKNH_1117600
PF3D7_1354300	PKNH_1117500
PF3D7_1354400	PKNH_1117400
PF3D7_1354500	PKNH_1117300
PF3D7_1354600	PKNH_1117200
PF3D7_1354800	PKNH_1117000
PF3D7_1355100	PKNH_1116800
PF3D7_1355300	PKNH_1116600
PF3D7_1355500	PKNH_1116000
PF3D7_1355800	PKNH_1115700
PF3D7_1355900	PKNH_1115600
PF3D7_1356100	PKNH_1115400
PF3D7_1356200	PKNH_1115300
PF3D7_1356300	PKNH_1115200
PF3D7_1356500	PKNH_1115000
PF3D7_1356600	PKNH_1114900
PF3D7_1356700	PKNH_1114800
PF3D7_1356900	PKNH_1114600
PF3D7_1357000	PKNH_1114500
PF3D7_1357000	PKNH_1114400
PF3D7_1357100	PKNH_1114500
PF3D7_1357100	PKNH_1114400
PF3D7_1357200	PKNH_1114300
PF3D7_1357300	PKNH_1114200
PF3D7_1357500	PKNH_1114000
PF3D7_1357600	PKNH_1113900
PF3D7_1357700	PKNH_1113800
PF3D7_1357800	PKNH_1113700
PF3D7_1357900	PKNH_1113600
PF3D7_1358300	PKNH_1113200
PF3D7_1358400	PKNH_1113100
PF3D7_1358500	PKNH_1113000
PF3D7_1358700	PKNH_1112800
PF3D7_1358800	PKNH_1112500
PF3D7_1358900	PKNH_1112400
PF3D7_1359200	PKNH_1112100
PF3D7_1359300	PKNH_1112000
PF3D7_1359400	PKNH_1111900
PF3D7_1359800	PKNH_1111500
PF3D7_1360000	PKNH_1111300
PF3D7_1360100	PKNH_1111200
PF3D7_1360200	PKNH_1111100
PF3D7_1360700	PKNH_1110700
PF3D7_1360800	PKNH_1110600
PF3D7_1360900	PKNH_1110500
PF3D7_1361000	PKNH_1110400
PF3D7_1361100	PKNH_1110300
PF3D7_1361400	PKNH_1109900
PF3D7_1361600	PKNH_1109700
PF3D7_1361700	PKNH_1109600
PF3D7_1361800	PKNH_1109500
PF3D7_1361900	PKNH_1109400
PF3D7_1362000	PKNH_1109300
PF3D7_1362100	PKNH_1109200
PF3D7_1362200	PKNH_1109100
PF3D7_1362300	PKNH_1109000
PF3D7_1362600	PKNH_1108700
PF3D7_1362800	PKNH_1108500
PF3D7_1363200	PKNH_1108100
PF3D7_1363300	PKNH_1108000
PF3D7_1363400	PKNH_1107900
PF3D7_1363500	PKNH_1107800
PF3D7_1363700	PKNH_1107600
PF3D7_1363800	PKNH_1107500
PF3D7_1364000	PKNH_1107300
PF3D7_1364300	PKNH_1107000
PF3D7_1364500	PKNH_1106800
PF3D7_1364600	PKNH_1106700
PF3D7_1364800	PKNH_1106500
PF3D7_1364900	PKNH_1106400
PF3D7_1365100	PKNH_1106200
PF3D7_1365200	PKNH_1106100
PF3D7_1365400	PKNH_1105900
PF3D7_1365500	PKNH_1105800
PF3D7_1365600	PKNH_1105700
PF3D7_1365700	PKNH_1105600
PF3D7_1365800	PKNH_1105500
PF3D7_1366000	PKNH_1105300
PF3D7_1366100	PKNH_1105200
PF3D7_1366200	PKNH_1105100
PF3D7_1366500	PKNH_1104800
PF3D7_1366600	PKNH_1104700
PF3D7_1366800	PKNH_1104500
PF3D7_1367000	PKNH_1104200
PF3D7_1367100	PKNH_1104100
PF3D7_1367400	PKNH_1103800
PF3D7_1367500	PKNH_1103700
PF3D7_1367600	PKNH_1103600
PF3D7_1367700	PKNH_1103500
PF3D7_1368000	PKNH_1103200
PF3D7_1368100	PKNH_1103100
PF3D7_1368200	PKNH_1103000
PF3D7_1368300	PKNH_1102900
PF3D7_1368400	PKNH_1102800
PF3D7_1368500	PKNH_1102700
PF3D7_1368600	PKNH_1102600
PF3D7_1368700	PKNH_1102500
PF3D7_1368900	PKNH_1102300
PF3D7_1369000	PKNH_1102200
PF3D7_1369100	PKNH_1102100
PF3D7_1369500	PKNH_1101700
PF3D7_1369600	PKNH_1101600
PF3D7_1369700	PKNH_1101500
PF3D7_1371700	PKNH_0113200
PF3D7_1372400	PKNH_0405800
PF3D7_1401300	PKNH_1320400
PF3D7_1401500	PKNH_0108400
PF3D7_1401500	PKNH_1401500
PF3D7_1401500	PKNH_0735000
PF3D7_1401500	PKNH_1324900
PF3D7_1401500	PKNH_1301100
PF3D7_1401500	PKNH_0516400
PF3D7_1401800	PKNH_1356300
PF3D7_1401900	PKNH_1356200
PF3D7_1402000	PKNH_1356100
PF3D7_1402200	PKNH_1355900
PF3D7_1402300	PKNH_1355800
PF3D7_1402500	PKNH_1355500
PF3D7_1402700	PKNH_1355400
PF3D7_1403100	PKNH_1355000
PF3D7_1403400	PKNH_1354700
PF3D7_1403500	PKNH_1354600
PF3D7_1403600	PKNH_1354500
PF3D7_1403700	PKNH_1354400
PF3D7_1403900	PKNH_1354200
PF3D7_1404000	PKNH_1354100
PF3D7_1404100	PKNH_1354000
PF3D7_1404300	PKNH_1353800
PF3D7_1404400	PKNH_1353700
PF3D7_1404500	PKNH_1353600
PF3D7_1404700	PKNH_1353400
PF3D7_1404900	PKNH_1353200
PF3D7_1405000	PKNH_1353100
PF3D7_1405200	PKNH_1352900
PF3D7_1405400	PKNH_1352700
PF3D7_1405500	PKNH_1352600
PF3D7_1405600	PKNH_1352500
PF3D7_1405700	PKNH_1352400
PF3D7_1405800	PKNH_1352300
PF3D7_1406000	PKNH_1352100
PF3D7_1406300	PKNH_1351800
PF3D7_1406400	PKNH_1351700
PF3D7_1406500	PKNH_1351600
PF3D7_1406600	PKNH_1351500
PF3D7_1406700	PKNH_1351400
PF3D7_1406800	PKNH_1351300
PF3D7_1406900	PKNH_1351200
PF3D7_1407000	PKNH_1351100
PF3D7_1407100	PKNH_1351000
PF3D7_1407200	PKNH_1350900
PF3D7_1407300	PKNH_1350800
PF3D7_1407500	PKNH_1350600
PF3D7_1407700	PKNH_1350400
PF3D7_1407800	PKNH_1350300
PF3D7_1407900	PKNH_1350300
PF3D7_1408000	PKNH_1350300
PF3D7_1408100	PKNH_1350300
PF3D7_1408400	PKNH_1350000
PF3D7_1408500	PKNH_1349900
PF3D7_1408600	PKNH_1349800
PF3D7_1408800	PKNH_1349600
PF3D7_1408900	PKNH_1349500
PF3D7_1409100	PKNH_1349300
PF3D7_1409300	PKNH_1349100
PF3D7_1409400	PKNH_1349000
PF3D7_1409700	PKNH_1348600
PF3D7_1409800	PKNH_1348500
PF3D7_1409900	PKNH_1348400
PF3D7_1410000	PKNH_1348300
PF3D7_1410100	PKNH_1348200
PF3D7_1410200	PKNH_1348100
PF3D7_1410400	PKNH_1347900
PF3D7_1410500	PKNH_1347800
PF3D7_1410600	PKNH_1347700
PF3D7_1410700	PKNH_1347600
PF3D7_1410800	PKNH_1347500
PF3D7_1410900	PKNH_1347400
PF3D7_1411100	PKNH_1347200
PF3D7_1411200	PKNH_1347100
PF3D7_1411400	PKNH_1346900
PF3D7_1411500	PKNH_1346800
PF3D7_1411900	PKNH_1346400
PF3D7_1412000	PKNH_1346300
PF3D7_1412100	PKNH_1346200
PF3D7_1412300	PKNH_1346000
PF3D7_1412500	PKNH_1345800
PF3D7_1412600	PKNH_1345700
PF3D7_1412800	PKNH_1345500
PF3D7_1413400	PKNH_1344900
PF3D7_1413500	PKNH_1344800
PF3D7_1413800	PKNH_1344500
PF3D7_1413900	PKNH_1344400
PF3D7_1414000	PKNH_1344300
PF3D7_1414100	PKNH_1344000
PF3D7_1414300	PKNH_1343800
PF3D7_1414400	PKNH_1343700
PF3D7_1414800	PKNH_1343300
PF3D7_1415000	PKNH_1343100
PF3D7_1415100	PKNH_1343000
PF3D7_1415200	PKNH_1342900
PF3D7_1415300	PKNH_1342800
PF3D7_1415700	PKNH_1342400
PF3D7_1415800	PKNH_1342300
PF3D7_1415900	PKNH_1342200
PF3D7_1416000	PKNH_1342100
PF3D7_1416100	PKNH_1342000
PF3D7_1416300	PKNH_1341800
PF3D7_1416400	PKNH_1341700
PF3D7_1416500	PKNH_1341600
PF3D7_1416700	PKNH_1341400
PF3D7_1416800	PKNH_1341300
PF3D7_1416900	PKNH_1341200
PF3D7_1417500	PKNH_1340500
PF3D7_1417700	PKNH_1340300
PF3D7_1417800	PKNH_1340200
PF3D7_1417900	PKNH_1340100
PF3D7_1418000	PKNH_1340000
PF3D7_1418200	PKNH_1339800
PF3D7_1418300	PKNH_1339700
PF3D7_1418900	PKNH_1339100
PF3D7_1419200	PKNH_1338800
PF3D7_1419300	PKNH_1338700
PF3D7_1419500	PKNH_1338500
PF3D7_1419600	PKNH_1338400
PF3D7_1419700	PKNH_1338300
PF3D7_1419900	PKNH_1338100
PF3D7_1420200	PKNH_1337800
PF3D7_1420400	PKNH_1337600
PF3D7_1420800	PKNH_1337200
PF3D7_1420900	PKNH_1337100
PF3D7_1421000	PKNH_1337000
PF3D7_1421200	PKNH_1336700
PF3D7_1421400	PKNH_1336500
PF3D7_1421500	PKNH_1336400
PF3D7_1421900	PKNH_1336100
PF3D7_1422000	PKNH_1336000
PF3D7_1422100	PKNH_1335900
PF3D7_1422200	PKNH_1335800
PF3D7_1422500	PKNH_1335500
PF3D7_1422800	PKNH_1335200
PF3D7_1422900	PKNH_1335100
PF3D7_1423000	PKNH_1335000
PF3D7_1423100	PKNH_1334900
PF3D7_1423200	PKNH_1334800
PF3D7_1423300	PKNH_1334700
PF3D7_1423600	PKNH_1334400
PF3D7_1424100	PKNH_1333800
PF3D7_1424400	PKNH_1333700
PF3D7_1425200	PKNH_1333400
PF3D7_1425700	PKNH_1333000
PF3D7_1425900	PKNH_1332800
PF3D7_1426000	PKNH_1332700
PF3D7_1426100	PKNH_1332600
PF3D7_1426200	PKNH_1332500
PF3D7_1426300	PKNH_1332400
PF3D7_1426400	PKNH_1332300
PF3D7_1426500	PKNH_1332200
PF3D7_1426700	PKNH_1332000
PF3D7_1426900	PKNH_1331800
PF3D7_1427000	PKNH_1331700
PF3D7_1427100	PKNH_1331600
PF3D7_1427200	PKNH_1331500
PF3D7_1427300	PKNH_1331400
PF3D7_1427500	PKNH_1331200
PF3D7_1427600	PKNH_1331100
PF3D7_1427700	PKNH_1331000
PF3D7_1427800	PKNH_1330900
PF3D7_1427900	PKNH_1330800
PF3D7_1428000	PKNH_1330700
PF3D7_1428200	PKNH_1330500
PF3D7_1428300	PKNH_1330400
PF3D7_1428600	PKNH_1330100
PF3D7_1429000	PKNH_1329700
PF3D7_1429100	PKNH_1329600
PF3D7_1429300	PKNH_1329400
PF3D7_1429600	PKNH_1329100
PF3D7_1429700	PKNH_1329000
PF3D7_1429800	PKNH_1328900
PF3D7_1430100	PKNH_1328600
PF3D7_1430500	PKNH_1328200
PF3D7_1430700	PKNH_1328000
PF3D7_1430800	PKNH_1327900
PF3D7_1430900	PKNH_1327800
PF3D7_1431000	PKNH_1327700
PF3D7_1431100	PKNH_1327600
PF3D7_1431300	PKNH_1327400
PF3D7_1431600	PKNH_1327100
PF3D7_1431700	PKNH_1327000
PF3D7_1431900	PKNH_1326900
PF3D7_1432100	PKNH_1326700
PF3D7_1432400	PKNH_0419000
PF3D7_1432500	PKNH_0419100
PF3D7_1432600	PKNH_0419200
PF3D7_1432700	PKNH_0419300
PF3D7_1432900	PKNH_0419500
PF3D7_1433000	PKNH_0419600
PF3D7_1433500	PKNH_0420100
PF3D7_1433600	PKNH_0420200
PF3D7_1434000	PKNH_0420600
PF3D7_1434100	PKNH_0420700
PF3D7_1434200	PKNH_0420800
PF3D7_1434300	PKNH_0420900
PF3D7_1434400	PKNH_0421000
PF3D7_1434600	PKNH_0421200
PF3D7_1434700	PKNH_0421300
PF3D7_1434800	PKNH_0421400
PF3D7_1435000	PKNH_0421600
PF3D7_1435100	PKNH_0421700
PF3D7_1435400	PKNH_0422000
PF3D7_1435500	PKNH_0422100
PF3D7_1435800	PKNH_0422400
PF3D7_1435900	PKNH_0422500
PF3D7_1436000	PKNH_0422600
PF3D7_1436500	PKNH_0423100
PF3D7_1436600	PKNH_0423200
PF3D7_1436800	PKNH_0423400
PF3D7_1436900	PKNH_0423500
PF3D7_1437000	PKNH_0423600
PF3D7_1437200	PKNH_0423900
PF3D7_1437300	PKNH_0424000
PF3D7_1437600	PKNH_0424300
PF3D7_1437700	PKNH_0424400
PF3D7_1437800	PKNH_0424500
PF3D7_1437900	PKNH_0424600
PF3D7_1438100	PKNH_1244300
PF3D7_1438500	PKNH_1243900
PF3D7_1438600	PKNH_1243800
PF3D7_1438700	PKNH_1243700
PF3D7_1438800	PKNH_1243500
PF3D7_1438900	PKNH_1243400
PF3D7_1439000	PKNH_1243300
PF3D7_1439400	PKNH_1242900
PF3D7_1439600	PKNH_1242700
PF3D7_1439700	PKNH_1242600
PF3D7_1439800	PKNH_1242500
PF3D7_1439900	PKNH_1242400
PF3D7_1440100	PKNH_1242200
PF3D7_1440200	PKNH_1242000
PF3D7_1440300	PKNH_1242100
PF3D7_1440400	PKNH_1241900
PF3D7_1440500	PKNH_1241800
PF3D7_1440600	PKNH_1241700
PF3D7_1440800	PKNH_1241500
PF3D7_1440900	PKNH_1241400
PF3D7_1441200	PKNH_1241100
PF3D7_1441400	PKNH_1240900
PF3D7_1441500	PKNH_1240800
PF3D7_1441600	PKNH_1240700
PF3D7_1441700	PKNH_1240600
PF3D7_1441800	PKNH_1240500
PF3D7_1441900	PKNH_1240400
PF3D7_1442000	PKNH_1240300
PF3D7_1442100	PKNH_1240200
PF3D7_1442300	PKNH_1240000
PF3D7_1442500	PKNH_1239800
PF3D7_1442800	PKNH_1239500
PF3D7_1443100	PKNH_1239200
PF3D7_1443200	PKNH_1239100
PF3D7_1443300	PKNH_1239000
PF3D7_1443400	PKNH_1238900
PF3D7_1443500	PKNH_1238800
PF3D7_1443600	PKNH_1238700
PF3D7_1443700	PKNH_1238600
PF3D7_1443800	PKNH_1238500
PF3D7_1443900	PKNH_1238400
PF3D7_1444000	PKNH_1238300
PF3D7_1444200	PKNH_1238100
PF3D7_1444300	PKNH_1238000
PF3D7_1444400	PKNH_1237900
PF3D7_1444600	PKNH_1237700
PF3D7_1444700	PKNH_1237600
PF3D7_1444800	PKNH_1237500
PF3D7_1445000	PKNH_1237300
PF3D7_1445100	PKNH_1237200
PF3D7_1445200	PKNH_1237100
PF3D7_1445300	PKNH_1237000
PF3D7_1445500	PKNH_1236800
PF3D7_1445600	PKNH_1236600
PF3D7_1445700	PKNH_1236500
PF3D7_1445900	PKNH_1236300
PF3D7_1446200	PKNH_1236000
PF3D7_1446400	PKNH_1235800
PF3D7_1446600	PKNH_1235600
PF3D7_1446700	PKNH_1235500
PF3D7_1446800	PKNH_1235400
PF3D7_1446900	PKNH_1235300
PF3D7_1447000	PKNH_1235200
PF3D7_1447300	PKNH_1234900
PF3D7_1447400	PKNH_1234800
PF3D7_1447500	PKNH_1234700
PF3D7_1447600	PKNH_1234600
PF3D7_1447700	PKNH_1234500
PF3D7_1447900	PKNH_1234200
PF3D7_1448000	PKNH_1234100
PF3D7_1448200	PKNH_1233900
PF3D7_1448400	PKNH_1233700
PF3D7_1448600	PKNH_1233500
PF3D7_1448800	PKNH_1233300
PF3D7_1448900	PKNH_1233200
PF3D7_1449000	PKNH_1233100
PF3D7_1449600	PKNH_1232500
PF3D7_1449800	PKNH_1232300
PF3D7_1449900	PKNH_1232200
PF3D7_1450000	PKNH_1232100
PF3D7_1450100	PKNH_1232000
PF3D7_1450400	PKNH_1231700
PF3D7_1450600	PKNH_1231500
PF3D7_1450800	PKNH_1231300
PF3D7_1450900	PKNH_1231200
PF3D7_1451100	PKNH_1231000
PF3D7_1451300	PKNH_1230800
PF3D7_1451500	PKNH_1230600
PF3D7_1451600	PKNH_1230500
PF3D7_1451700	PKNH_1230400
PF3D7_1451800	PKNH_1230300
PF3D7_1451900	PKNH_1230200
PF3D7_1452000	PKNH_1230100
PF3D7_1452100	PKNH_1230000
PF3D7_1452200	PKNH_1229900
PF3D7_1452300	PKNH_1229800
PF3D7_1452500	PKNH_1229600
PF3D7_1452700	PKNH_1229400
PF3D7_1452800	PKNH_1229300
PF3D7_1452900	PKNH_1229200
PF3D7_1453200	PKNH_1228900
PF3D7_1453300	PKNH_1228800
PF3D7_1453500	PKNH_1228600
PF3D7_1453700	PKNH_1228400
PF3D7_1453800	PKNH_1228300
PF3D7_1454000	PKNH_1228100
PF3D7_1454100	PKNH_1228000
PF3D7_1454200	PKNH_1227900
PF3D7_1454300	PKNH_1227800
PF3D7_1454400	PKNH_1227700
PF3D7_1454500	PKNH_1227600
PF3D7_1454600	PKNH_1227500
PF3D7_1454700	PKNH_1227400
PF3D7_1454800	PKNH_1227300
PF3D7_1454900	PKNH_1227200
PF3D7_1455000	PKNH_1227100
PF3D7_1455100	PKNH_1226900
PF3D7_1455200	PKNH_1226800
PF3D7_1455400	PKNH_1226600
PF3D7_1455500	PKNH_1226300
PF3D7_1455600	PKNH_1226200
PF3D7_1455800	PKNH_1226000
PF3D7_1455900	PKNH_1225900
PF3D7_1456100	PKNH_1225700
PF3D7_1456500	PKNH_1225300
PF3D7_1456600	PKNH_1225200
PF3D7_1456700	PKNH_1225100
PF3D7_1456800	PKNH_1225000
PF3D7_1456900	PKNH_1224900
PF3D7_1457000	PKNH_1224800
PF3D7_1457200	PKNH_1224600
PF3D7_1457300	PKNH_1224500
PF3D7_1457500	PKNH_1224300
PF3D7_1457600	PKNH_1224200
PF3D7_1457700	PKNH_1224100
PF3D7_1458000	PKNH_1223800
PF3D7_1458100	PKNH_1223700
PF3D7_1458200	PKNH_1223600
PF3D7_1458300	PKNH_1223500
PF3D7_1458400	PKNH_1223400
PF3D7_1458700	PKNH_1223100
PF3D7_1458900	PKNH_1222900
PF3D7_1459000	PKNH_1222800
PF3D7_1459300	PKNH_1222500
PF3D7_1459400	PKNH_1222400
PF3D7_1459600	PKNH_1222200
PF3D7_1459700	PKNH_1222100
PF3D7_1459800	PKNH_1222000
PF3D7_1459900	PKNH_1221900
PF3D7_1460000	PKNH_0611300
PF3D7_1460100	PKNH_1221700
PF3D7_1460200	PKNH_1221500
PF3D7_1460300	PKNH_1221400
PF3D7_1460400	PKNH_1221300
PF3D7_1460600	PKNH_1221100
PF3D7_1460700	PKNH_1221000
PF3D7_1460800	PKNH_1220900
PF3D7_1461200	PKNH_1220500
PF3D7_1461300	PKNH_1220400
PF3D7_1461500	PKNH_1220200
PF3D7_1461600	PKNH_1220100
PF3D7_1461700	PKNH_1220000
PF3D7_1461900	PKNH_1219800
PF3D7_1462000	PKNH_1219700
PF3D7_1462200	PKNH_1219500
PF3D7_1462300	PKNH_1219400
PF3D7_1462500	PKNH_1219000
PF3D7_1462600	PKNH_1218900
PF3D7_1462700	PKNH_1218800
PF3D7_1462800	PKNH_1218700
PF3D7_1463000	PKNH_1218500
PF3D7_1463200	PKNH_1218300
PF3D7_1463300	PKNH_1218200
PF3D7_1463400	PKNH_1218100
PF3D7_1463500	PKNH_1218000
PF3D7_1463700	PKNH_1217800
PF3D7_1463800	PKNH_1217700
PF3D7_1463900	PKNH_1217600
PF3D7_1464200	PKNH_1217300
PF3D7_1464400	PKNH_1217100
PF3D7_1464700	PKNH_1216800
PF3D7_1464800	PKNH_1216700
PF3D7_1464900	PKNH_1216600
PF3D7_1465000	PKNH_1216500
PF3D7_1465100	PKNH_1216400
PF3D7_1465200	PKNH_1216300
PF3D7_1465400	PKNH_1216100
PF3D7_1465600	PKNH_1215900
PF3D7_1465700	PKNH_1215800
PF3D7_1465900	PKNH_1215600
PF3D7_1466000	PKNH_1215500
PF3D7_1466100	PKNH_1215400
PF3D7_1466300	PKNH_1215200
PF3D7_1466500	PKNH_1215000
PF3D7_1466600	PKNH_1214900
PF3D7_1466700	PKNH_1214800
PF3D7_1467200	PKNH_1214100
PF3D7_1467300	PKNH_1214000
PF3D7_1467400	PKNH_1213900
PF3D7_1467500	PKNH_1213800
PF3D7_1467700	PKNH_1213600
PF3D7_1467800	PKNH_1213500
PF3D7_1468000	PKNH_1213200
PF3D7_1468300	PKNH_1212900
PF3D7_1468500	PKNH_1212700
PF3D7_1468700	PKNH_1212500
PF3D7_1468800	PKNH_1212400
PF3D7_1468900	PKNH_1212300
PF3D7_1469000	PKNH_1212200
PF3D7_1469100	PKNH_1212100
PF3D7_1469100	PKNH_1124700
PF3D7_1469200	PKNH_1211800
PF3D7_1469300	PKNH_1211700
PF3D7_1469400	PKNH_1211600
PF3D7_1469700	PKNH_1211300
PF3D7_1469900	PKNH_1211100
PF3D7_1470000	PKNH_1211000
PF3D7_1470200	PKNH_1210800
PF3D7_1470400	PKNH_1210600
PF3D7_1470500	PKNH_1210500
PF3D7_1470800	PKNH_1210200
PF3D7_1470900	PKNH_1210100
PF3D7_1471000	PKNH_1210000
PF3D7_1471100	PKNH_1209900
PF3D7_1471200	PKNH_1209800
PF3D7_1471400	PKNH_1209600
PF3D7_1471500	PKNH_1209500
PF3D7_1472000	PKNH_1209000
PF3D7_1472100	PKNH_1208900
PF3D7_1472300	PKNH_1208700
PF3D7_1472500	PKNH_1208500
PF3D7_1472600	PKNH_1208400
PF3D7_1472800	PKNH_1208200
PF3D7_1472900	PKNH_1208100
PF3D7_1473100	PKNH_1207900
PF3D7_1473600	PKNH_1207400
PF3D7_1474100	PKNH_1244400
PF3D7_1474600	PKNH_1244900
PF3D7_1474800	PKNH_1245100
PF3D7_1474900	PKNH_1245200
PF3D7_1475000	PKNH_1245300
PF3D7_1475300	PKNH_1245600
PF3D7_1475500	PKNH_1245800
PF3D7_1475700	PKNH_1246000
PF3D7_1476700	PKNH_1324900
PF3D7_1477800	PKNH_1430700
PF3D7_1479000	PKNH_0405800
PF3D7_API00100	PKNH_API01200
PF3D7_API01300	PKNH_API02200
PF3D7_API01500	PKNH_API02400
PF3D7_API01600	PKNH_API02500
PF3D7_API01700	PKNH_API02600
PF3D7_API01800	PKNH_API02700
PF3D7_API01900	PKNH_API02800
PF3D7_API02000	PKNH_API02900
PF3D7_API02100	PKNH_API03000
PF3D7_API02200	PKNH_API03100
PF3D7_API02300	PKNH_API03200
PF3D7_API02600	PKNH_API03500
PF3D7_API02700	PKNH_API03600
PF3D7_API02800	PKNH_API03700
PF3D7_API02900	PKNH_API03800
PF3D7_API03500	PKNH_API04400
